"id","name","businessScope","licenseNum","addDate","lastDate","address","certificateCode","corpCode","description","econType","legalMan","provinces","sourceData","url","validTime","area_id","state","searchpath","money","regTime","startDate","endDate","updateDate","termStart","teamEnd","checkDate","authentication","govCode","city","apprDate","manageState","manageStateCN","moneyType","regNo","regOrganization","regOrganizationNum","assetsInvestment","email","legalManTel","tel","alias"
"502","齐齐哈尔市绮冠脚手架搭建有限责任公司","搭设拆除脚手架；钢结构安装拆除；高层建筑保洁（法律、法规、国务院决定禁止经营的不得经营，法律、法规、国务院决定规定需经审批的，获得批准前不得经营）。***","91230202677495949R","12/7/2016 16:52:43","25/4/2019 10:13:08","黑龙江省齐齐哈尔市龙沙区南市场小区21号楼00单元01层04号",,"91230202677495949R",,"有限责任公司(自然人投资或控股)","赵绮","黑龙江省","444480","www.qgjsj.net",,"11",,"1030x","500000.00","6/10/2008",,,,,,,,,,"6/10/2008","1","存续（在营、开业、在册）",,"230200100058651","齐齐哈尔市工商行政管理局龙沙分局","230202",,"1131330456@qq.com",,"15145207974",
"503","齐翔建工集团翔宇建筑劳务有限公司","砌筑作业劳务分包，抹灰作业劳务分包，钢筋作业劳务分包，木工作业劳务分包，油漆作业劳务分包，水暖电作业劳务分包，公共建筑装饰和装修，住宅装饰和装修，住宅房屋建筑，架线及设备工程建筑，水源及供水设施工程建筑，电气安装，管道和设备安装，钢结构安装，金属结构制造，消防设施工程，建筑用石加工，农村土地整理服务。","912302037660320147","12/7/2016 16:52:44","27/5/2019 06:28:21","黑龙江省齐齐哈尔市建华区中百公司综合楼8层806号",,"912302037660320147",,"其他有限责任公司","孙启皋","黑龙江省","444445","暂无",,"11",,"965x","12100000.00","28/5/2004",,,,,,,,,,"28/5/2004","1","存续（在营、开业、在册）",,"230200100006552","齐齐哈尔市工商行政管理局建华分局","230203",,"xiangyulaowu@163.com",,"13514681005",
"504","绥化农垦龙翔建筑工程有限责任公司","建筑施工（在资质所规定的范围及时限内从事经营）***。","91233009669030914L","12/7/2016 16:52:45","25/5/2019 17:24:47","黑龙江省绥化市中直北路696号",,"91233009669030914L",,"有限责任公司(自然人投资或控股)","刘长荣","黑龙江省","446853","暂无",,"11",,"381x","6000000.00","18/1/2008",,,,,,,,,,"18/1/2008","1","存续（在营、开业、在册）",,"233009100003938","黑龙江省垦区工商行政管理局绥化分局","233009",,"2206081159@qq.com",,"13069969188",
"505","七台河市三维水利工程有限责任公司","水利工程（在资质证书规定范围内经营），水资源开发、水利技术咨询，","91230900677492625U","12/7/2016 16:52:47","26/5/2019 08:36:03","黑龙江省七台河市桃山区桃北街(水务局附近)",,"91230900677492625U",,"有限责任公司(自然人投资或控股)","张维波","黑龙江省","445134","暂无",,"11",,"393x1011x1014x","7500000.00","28/8/2007",,,,,,,,,,"28/8/2007","1","存续（在营、开业、在册）",,"230900100026734","七台河市市场监督管理局","230900",,"2955931645@QQ.COM",,"18945579098",
"506","黑龙江省华龙送变电安装有限公司","二类汽车维修经营业务（整车修理、总成修理、整车维修、小修、维修救援、专项修理）（道路运输经营许可证有效期至2020年07月29日））送变电工程专业承包壹级：可承担各种电压等级的送电线路（含电缆工程）和变电站工程的施工。可承担省送变电工程公司委托的送变电工施工的壹级项目。工程机械设备租赁。建筑工程施工。金属结构加工，桩基础，超级超限及变通耸洚。电力工程服务，工程总承包服务，房屋、场地租赁，房屋维修服务。购销电器、设备及材料。批发：建筑材料，电器机械及器材，电子计算机及配件，汽车（不含小轿车），汽车配件。（以上项目均不含危险化学品及易毒品）","91230110702840389N","12/7/2016 16:52:48","23/5/2019 23:45:44","黑龙江省哈尔滨市香坊区珠江路082号",,"91230110702840389N",,"有限责任公司（非自然人投资或控股的法人独资）","李博","黑龙江省","444527","暂无",,"11",,"381x396x1015x1866x","65490000.00","8/6/1999",,,,,,,,,,"8/6/1999","1","存续（在营、开业、在册）","人民币","230000100006707","哈尔滨市香坊区市场监督管理局","230110",,"756735100@qq.com",,"13304806627",
"507","湖北凯耀宏建设工程有限公司","水利水电工程施工总承包贰级；市政公用工程施工总承包贰级；建筑工程施工总承包叁级；环保工程专业承包叁级；机电设备安装服务；园林绿化工程服务；建筑工程劳务分包；房屋租赁；机电设备批发、零售；商品混凝土、水泥预制构件制造、销售。（涉及许可经营项目，应取得相关部门许可后方可经营）","91429005557024464J","12/7/2016 16:52:49","28/5/2019 17:48:03","潜江市园林办事处袁杨路6号配送中心302铺",,"55702446-4",,"有限责任公司(自然人投资或控股)","郑兴艳","湖北省","443606","http://www.kaiyaohong.com",,"19",,"381x392x393x407x408x1028x","105000000.00","29/6/2010",,,,,,,,,,"29/3/2019","1","存续（在营、开业、在册）",,"429005000036115","潜江市市场监督管理局","429005",,"787713419@qq.com",,"0728-3500517",
"508","湖北省钟祥市星岚电力设备有限公司","承装（修、试）电力设施业务（按照承装电力设施许可证核准的业务经营，有效期至2019年9月4日）；电力设备、电力器具生产销售，输配电及用电工程施工、安装及服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91420881052625862X","12/7/2016 16:52:51","26/4/2019 05:07:13","湖北省荆门市钟祥市郢中镇西环三路",,"05262586-2",,"有限责任公司(自然人投资或控股)","董浩","湖北省","452453","暂无",,"19",,"1017x","20000000.00","11/9/2012",,,,,,,,,,"11/9/2012","1","存续（在营、开业、在册）",,"420881000271209","钟祥市工商行政管理局","420881",,,,"13971861388",
"509","耒阳市宝鑫混凝土有限公司","混凝土生产加工、销售；预制购建。","9143048158701614X5","12/7/2016 16:52:52","28/5/2019 01:00:26","耒阳市灶市街道办事处联平居委会联平六组",,"9143048158701614X5",,"有限责任公司(自然人投资或控股)","谢长庚","湖南省","446890","暂无","4/12/2041","20",,"346x","25000000.00","5/12/2011",,,,,,,,,,"5/12/2011","1","存续（在营、开业、在册）","人民币","430481000021854","耒阳市市场和质量监督管理局","430481",,,,"13786498558",
"510","株洲锦强设备租赁安装有限公司","起重设备安装、起重设备维修及租赁服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","9143040669401748XQ","12/7/2016 16:52:53","21/5/2019 10:04:15","湖南省株洲市荷塘区戴家岭指塘组",,"9143040669401748XQ",,"有限责任公司(自然人投资或控股)","尹科锦","湖南省","446962","暂无","3/9/2029","20",,"919x","500000.00","4/9/2009",,,,,,,,,,"7/11/2016","1","存续（在营、开业、在册）","人民币","430406000003507","株洲市工商行政管理局荷塘分局","430202",,,,"15675380105","衡阳兴合起重设备安装有限公司"
"511","衡阳市盛标建筑劳务有限公司","为建筑施工劳务专业承包提供建筑砌筑、木工、钢筋、模板、焊接、脚手架、抹灰、混凝土、油漆、钣金、架线、石制、水暖电安装工程作业分包。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91430400678036138P","12/7/2016 16:52:55","28/4/2019 12:18:40","衡阳市石鼓区解放路216号",,"91430400678036138P",,"有限责任公司（自然人投资或控股的法人独资）","李四季","湖南省","447005","暂无","27/8/2028","20",,"1030x","10000000.00","28/8/2008",,,,,,,,,,"28/8/2008","1","存续（在营、开业、在册）","人民币","430400000047472","衡阳市工商行政管理局","430400",,"434541595@qq.com",,"0734-8241038",
"512","湖南衡阳县南方新材料科技有限公司","商品混凝土及其制品的研发、销售及技术推广服务；商品混凝土、干粉砂浆、新型墙体材料的生产、加工、销售；石灰岩开采、加工、销售；建筑材料生产、加工、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91430421770093135E","12/7/2016 16:52:56","27/5/2019 19:17:24","衡阳县西渡镇咸育村",,"91430421770093135E",,"有限责任公司（非自然人投资或控股的法人独资）","谭志雄","湖南省","447110","http://210.12.219.18/jianguanfabuweb/company_details.aspx?corpid=lu%2bXmbANZM616figr8sSRW0mYZNAvnX%2fPfonYxRRP9lm8xmCUE7LEQDq5YgrUS7C1B2M2Y8AsgTpgAmY7PhCfhAAAAA%3d","13/1/2025","20",,"920x","5000000.00","14/1/2005",,,,,,,,,,"18/7/2018","1","存续（在营、开业、在册）","人民币","430421000006634","衡阳县市场和质量监督管理局","430421",,,,,
"513","衡阳金冠混凝土有限公司","混凝土及相关产品的制造及销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91430400780870129X","12/7/2016 16:52:57","25/4/2019 21:28:18","衡阳市蒸湘区呆鹰岭镇新阳村市冲组",,"91430400780870129X",,"有限责任公司（非自然人投资或控股的法人独资）","谭志雄","湖南省","449252","暂无","1/11/2020","20",,"920x","20000000.00","1/11/2005",,,,,,,,,,"1/11/2005","4","注销","人民币","430400400001466","衡阳市工商行政管理局","430400",,"280764255@qq.com",,"15116866767",
"514","邵阳湘运建筑工程有限公司","房屋建筑工程施工总承包三级，市政工程、土石方工程、道路桥梁工程、室内外装修工程的施工；机械设备安装、水电安装。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91430500185525996Y","12/7/2016 16:52:59","24/5/2019 00:28:51","邵阳市双清区邵石路138号",,"91430500185525996Y",,"有限责任公司（自然人投资或控股的法人独资）","邓星文","湖南省","456108","暂无",,"20",,"381x1374x","6180000.00","11/9/2001",,,,,,,,,,"11/8/2017","1","存续（在营、开业、在册）","人民币","430500000016412","邵阳市市场监督管理局","430500",,"1208966576@qq.COM",,"13873949766","邵阳湘运建筑工程公司"
"515","江苏巨洋建筑装饰工程有限责任公司","建筑装饰工程、建筑幕墙工程、钢结构工程、建筑智能化工程、消防工程、园林绿化工程、防水工程、防腐保温工程设计、施工、安装；机电设备设计、安装；装饰材料、建筑材料、石材、金属材料、照明电器、家具、五金工具、电动工具、木制品的销售；门窗制造、销售、安装。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91320114062628768N","12/7/2016 16:53:00","30/5/2019 12:46:07","南京市雨花台区玉兰路99号1幢3123室",,"06262876-8",,"有限责任公司(自然人投资或控股)","万丽娜","江苏省","446470","暂无",,"12",,"702x","5080000.00","26/3/2013",,,,,,,,,,"26/3/2013","1","存续（在营、开业、在册）","人民币","320114000088877","南京市雨花台区市场监督管理局","320114",,"1260982350@qq.com",,"13851903779",
"516","南京楚格科技发展有限公司","办公设备及耗材、文化体育用品、五金家电、机电产品、电子计算机及配件、建筑材料、通讯器材销售；计算机网络系统的研发、销售；网络系统集成及技术服务；应用软件开发、销售；办公设备租赁；建筑智能化系统工程、楼宇设备自动控制系统工程、净化工程设计施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","913201187712827042","12/7/2016 16:53:01","24/5/2019 18:11:16","南京市高淳区砖墙经济开发区338号",,"77128270-4",,"有限责任公司(自然人独资)","郭兴龙","江苏省","450851","暂无",,"12",,"700x1380x","5100000.00","6/4/2005",,,,,,,,,,"6/4/2005","1","存续（在营、开业、在册）","人民币","320125000031775","南京市高淳区市场监督管理局","320125",,"1301728942@qq.com",,"025-52453538",
"518","江苏中天园林建设有限公司","园林、景观规划设计；园林、景观工程施工、养护；市政公用工程施工；交通道路工程施工；土石方工程施工；花木生产、销售；园林机具销售；房屋建设工程施工；水利水电工程施工；智能化安装施工；路灯安装及照明工程施工；装饰、装潢工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","913202067532287040","12/7/2016 16:53:04","22/5/2019 18:54:47","无锡惠山经济开发区文惠路18-1号辅楼2406室",,"75322870-4",,"有限责任公司(自然人独资)","许旭刚","江苏省","434265","暂无",,"12",,"408x421x","22000000.00","18/8/2003",,,,,,,,,,"18/8/2003","1","存续（在营、开业、在册）","人民币","321300000010863","无锡市惠山区市场监督管理局","320206",,"592917717@qq.com",,"0510-83743199",
"519","宜兴市金刚耐火工程有限公司","耐火工程、炉窑工程、防腐保温工程、环保工程施工；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91320282MA1MK1L8XG","12/7/2016 16:53:05","8/5/2019 19:17:30","宜兴市丁蜀镇方钱村",,"MA1MK1L8-X",,"有限责任公司(自然人投资或控股)","裴小罗","江苏省","446466","暂无",,"12",,"402x958x","20000000.00","27/4/2016",,,,,,,,,,"27/4/2016","1","存续（在营、开业、在册）",,"320282000447225","宜兴市市场监督管理局","320282",,"wxyg021@sina.com",,"0510-87451021",
"520","江苏润之林园林建设工程有限公司","承接园林建筑小品绿化景观工程、仿古建筑工程、城市及道路照明工程、市政道路工程施工；规划、设计、养护绿地；生产经营绿化苗木。（按资质证书经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动）","913213247923292258","12/7/2016 16:53:07","26/5/2019 00:58:08","常州市武进区嘉泽镇花汇路108号",,"79232922-5",,"有限责任公司(自然人投资或控股)","张小江","江苏省","446395","暂无","28/8/2026","12",,"421x","80000000.00","29/8/2006",,,,,,,,,,"29/8/2006","1","存续（在营、开业、在册）","人民币","321324000030879","常州市武进区市场监督管理局","320483",,"233505258@qq.com",,"0519-5838882",
"521","南通汇龙建筑设备有限公司","建筑设备、起重设备租赁、安装、维修、保养；汽吊租赁；建筑机械检测。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","913206235618001719","12/7/2016 16:53:08","13/5/2019 19:26:10","如东经济开发区新区鸭绿江路北侧民营园内",,"56180017-1",,"有限责任公司(自然人投资或控股)","朱江","江苏省","450798","暂无","9/9/2060","12",,"919x","4000000.00","10/9/2010",,,,,,,,,,"10/9/2010","1","存续（在营、开业、在册）","人民币","320623000211149","如东县市场监督管理局","320623",,"XFYM8866@163.COM",,"13962714998",
"522","南通市久华建筑安装工程有限公司","房屋建筑工程施工总承包（资质三级）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91320621703743345R","12/7/2016 16:53:09","23/5/2019 18:09:57","海安县海安镇海陵路25号",,"70374334-5",,"有限责任公司","彭光华","江苏省","450789","暂无",,"12",,"381x","6080000.00","18/5/2001",,,,,,,,,,"18/1/2001","1","存续（在营、开业、在册）","人民币","320621000003804","海安县市场监督管理局","320621",,"164468206@qq.cn",,,
"523","南京天捷环保建材有限公司","混凝土、砂浆的生产、销售；矿粉、超细粉的销售；盾构管片、预制构件生产、销售；道路货物运输。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","913201155715831744","12/7/2016 16:53:11","6/5/2019 16:04:37","南京市江宁区江宁街道牧龙社区朱村",,"57158317-4",,"有限责任公司(自然人投资或控股)","虞长英","江苏省","447834","暂无",,"12",,"920x","60000000.00","5/5/2011",,,,,,,,,,"29/5/2018","1","存续（在营、开业、在册）","人民币","320121000194057","南京市江宁区市场监督管理局","320121",,"1060089273@qq.com",,"025-84155166","南京天捷新型建材有限公司"
"524","南京有真机电有限公司","弱电系统的设计、安装、调试；自动化设备、自动控制系统安装及相关零部件的设计、生产和销售；动力箱、配电箱（柜）的开发、生产、销售、安装及相关元器件的销售；母线槽、线槽、照明灯具的设计、开发、生产、销售及安装；通风空调、电气、电器、仪表、管道、环境设备系统安装及相关部件的销售；提供经营范围内相关工程咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","9132010074824905XJ","12/7/2016 16:53:12","8/5/2019 19:18:19","南京市栖霞区栖霞街道广月路10号",,"74824905-X",,"有限责任公司(外商合资)","SEO JEONG EON","江苏省","450846","http://www.yoojin.cn","30/3/2023","12",,"405x706x1028x1367x","1290000.00","31/3/2003",,,,,,,,,,"31/3/2003","1","存续（在营、开业、在册）","美元","320100400019940","南京市工商行政管理局","320100",,"SEO@yoojin.cn",,"025-85330831",
"525","九江市市政工程公司","城市道路及机场跑道、单跨40米以内桥梁、截面宽度20米内的隧道，城市污水管道、城市道路、路灯工程、广告灯饰安装、公路工程、园林绿化工程、房屋建筑工程（叁级）；水泥预制产品、建材销售；机械设备设施租赁（依法须经批准的项目，经相关部门批准后方可开展经营活动）**","91360402065351119M","12/7/2016 16:53:14","24/4/2019 20:05:42","江西省九江市濂溪区长虹大道288号(原972号)",,"91360402065351119M",,"全民所有制","廖春","江西省","460251","http://www.jjsz.cn",,"16",,"381x407x421x","21000000.00","22/5/1994",,,,,,,,,,"22/5/1994","1","存续（在营、开业、在册）","人民币","360402010000122","九江市濂溪区市场和质量监督管理局","360402",,"13939393939@139.com",,"13939393939",
"526","九江天建建筑工程有限公司","建筑工程，环保工程，市政工程，园林绿化工程，土石方工程，钢结构安装工程，地基与基础工程，消防设施工程，施工劳务，起重设备安装（特种设备除外）、租赁，室内外装饰装修，建筑材料，装饰材料销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）**","913604025892005810","12/7/2016 16:53:15","27/5/2019 21:34:41","江西省九江市濂溪区五里乡五里村八组",,"913604025892005810",,"有限责任公司(自然人投资或控股)","周桂林","江西省","444944","暂无","3/1/2032","16",,"381x1866x","10000000.00","4/1/2012",,,,,,,,,,"4/1/2012","1","存续（在营、开业、在册）","人民币","360402210013714","九江市濂溪区市场和质量监督管理局","360402",,"13879211628@139.com",,"13879211628",
"528","庐山旅游发展建筑工程有限公司","建筑工程安装、装饰、园林绿化、市政工程施工维修***","91360404553531813P","12/7/2016 16:53:18","28/4/2019 18:51:22","江西省九江市庐山风景名胜区庐山河西路70号（庐山宾馆5号楼）",,"91360404553531813P",,"有限责任公司（非自然人投资或控股的法人独资）","卫岌","江西省","445923","暂无","29/4/2020","16",,"381x702x","6000000.00","28/4/2010",,,,,,,,,,"28/4/2010","1","存续（在营、开业、在册）","人民币","360404110000279","庐山风景名胜区工商行政管理局","360404",,"576519825@qq.com",,"0792-8295286",
"529","江西广旭建设有限公司","土木工程建筑；房地产开发；水电安装；水泥预制构件；市政公用工程；防水防腐保温工程；钢结构工程；园林绿化；公路工程；水利水电工程；机电工程；电力工程；地基基础工程；城市及道路照明工程；环保工程；电子与智能化工程；建筑装修装饰工程；道路管道工程；送变电工程；消防设施工程；建筑劳务分包；建筑劳务承包；建筑幕墙工程；起重设备安装；电子通讯工程；机场场道工程；体育设施工程(以上项目国家有专项规定的除外,凡涉及行政许可的凭许可证经营)**","91360403705646821B","12/7/2016 16:53:19","10/5/2019 00:21:31","江西省九江市浔阳区塔岭北路93号",,"91360403705646821B",,"有限责任公司(自然人投资或控股)","张方京","江西省","450054","暂无","18/7/2026","16",,"379x406x421x700x702x714x958x1372x","108680000.00","10/5/1983",,,,,,,,,,"10/5/1983","1","存续（在营、开业、在册）","人民币","360403010000638","九江市浔阳区市场和质量监督管理局","360403",,"JXGX188@163.com",,"0792-8222915",
"530","江西智兴建设工程有限公司","市政公用工程、房屋建筑工程、水利工程、装饰装修工程、园林绿化工程、公路桥梁工程、矿山工程；地质灾害治理；消防设施、预制构件销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","913611815865581314","12/7/2016 16:53:21","26/5/2019 06:50:37","江西省德兴市银山路104号",,"913611815865581314",,"有限责任公司(自然人投资或控股)","李智俊","江西省","447766","暂无","27/11/2031","16",,"408x702x715x1028x","42000000.00","28/11/2011",,,,,,,,,,"28/11/2011","1","存续（在营、开业、在册）","人民币","361181210006223","德兴市市场和质量监督管理局","361181",,"550392285@qq.com",,"0793-7524666",
"531","江西亿欣建设有限公司","市政工程、房屋建筑工程、城市园林绿化工程、土石方工程、环保工程、城市及道路照明工程、建筑智能化工程施工；土地整治。（依法须经批准的项目，经相关部门批准后方可开展经营活动）**","913611220947313803","12/7/2016 16:53:22","28/4/2019 19:07:23","江西省上饶市广丰区永丰街道黄浦名流2栋1单元1402",,"913611220947313803",,"有限责任公司(自然人投资或控股)","余依","江西省","447756","暂无","13/3/2044","16",,"381x408x421x1028x","22680000.00","14/3/2014",,,,,,,,,,"14/3/2014","1","存续（在营、开业、在册）","人民币","361122210032143","上饶市广丰区市场和质量监督管理局","361122",,"295305950@qq.com",,"0793-2616116",
"532","江西省万年县第三建筑工程公司","土木工程、房屋建筑工程、市政工程、机电工程、钢结构工程、消防工程、水利水电工程、装饰装修工程、环保工程、古建筑工程、路灯照明工程的施工。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","913611297057501000","12/7/2016 16:53:23","29/5/2019 21:26:03","江西省上饶市万年县石镇镇正大街",,"913611297057501000",,"集体所有制","蒋士如","江西省","447746","暂无",,"16",,"381x408x715x","60000000.00","26/12/1990",,,,,,,,,,"26/12/1990","1","存续（在营、开业、在册）","人民币","361129010004040","万年县市场和质量监督管理局","361129",,"383091325@qq.com",,"13979303812",
"533","江西省同信行建设工程有限公司","房屋建筑工程、市政公用工程、建筑装修装饰工程、土石方工程、体育场地工程、城市园林绿化工程、城市及道路照明工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动）。*","91361100094898818Q","12/7/2016 16:53:25","25/5/2019 03:47:08","江西省上饶市信州区大井头131号",,"91361100094898818Q",,"有限责任公司(自然人投资或控股)","诸葛有柱","江西省","447736","暂无","17/3/2034","16",,"381x421x702x","20000000.00","18/3/2014",,,,,,,,,,"18/3/2014","1","存续（在营、开业、在册）","人民币","361100210050828","上饶市市场和质量监督管理局","361100",,"1479838607@qq.com",,"13766489199",
"534","上饶市海泽建设工程有限公司","房屋建筑工程、土木工程、建筑装饰工程、土石方工程、地基基础工程、水利水电工程、公路工程、市政公用工程、建筑幕墙工程、通信工程、消防设施工程、环保工程、隧道工程、园林绿化工程、钢结构工程施工（以上项目国家有专项规定的凭许可证或资质证经营）。*","91361100071816920K","12/7/2016 16:53:26","25/5/2019 18:27:32","江西省上饶市信州区灵溪镇丁家洲村320国道边路北333号3-1",,"91361100071816920K",,"有限责任公司(自然人投资或控股)","洪贤金","江西省","447727","暂无","27/6/2033","16",,"381x408x421x702x715x1028x","40100000.00","27/6/2013",,,,,,,,,,"27/6/2013","1","存续（在营、开业、在册）","人民币","361100210036788","上饶市市场和质量监督管理局","361100",,"haizejs@163.com",,"0793-8332776",
"535","江西省红路实业有限公司","重轻H型钢、C型钢、Z型钢、彩色浪板、彩钢夹芯板、新型门窗、钢化玻璃生产、加工、安装、销售；建筑材料销售；房屋建筑工程、钢结构工程、市政公用工程、建筑幕墙工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）**","91361122314717143A","12/7/2016 16:53:27","25/4/2019 16:36:37","江西省上饶市广丰经济开发区双金路",,"91361122314717143A",,"有限责任公司(自然人投资或控股)","邹桂芳","江西省","447717","暂无","23/10/2034","16",,"381x715x","20060000.00","24/10/2014",,,,,,,,,,"24/10/2014","1","存续（在营、开业、在册）","人民币","361122210038818","上饶市广丰区市场和质量监督管理局","361122",,"846842155@qq.com",,"18379395173",
"536","上饶市第一建筑有限责任公司","土木工程、园林绿化工程、景观设计工程、市政公用工程、古建筑工程、建筑装饰装修工程、房屋建筑工程、城市及道路照明工程、机电工程、水利水电工程、土石方工程、消防工程、环保工程设计、施工；公共场所卫生保洁；道路清扫保洁；生活垃圾收集清运；河道与湖泊水污染治理；河道保洁；公厕保洁；市政工程设施设备上门维修、养护；苗木、草坪、盆景培育、养护、销售；线路、管道安装；建筑机械设备租赁；水泥预制构件、砌块、涵管制造；防盗门窗安装；建筑工程机械、汽车零配件、建筑材料、装饰材料、电工材料、五金销售；水电安装。（依法须经批准的项目，经相关部门审批后方可开展经营活动）*","91361100161444008Y","12/7/2016 16:53:28","25/4/2019 18:43:38","江西省上饶市信州区五三大道85号",,"91361100161444008Y",,"有限责任公司（非自然人投资或控股的法人独资）","马森勇","江西省","447709","暂无",,"16",,"380x408x702x","40688000.00","10/9/1997",,,,,,,,,,"10/9/1997","1","存续（在营、开业、在册）","人民币","361100110000954","上饶市市场和质量监督管理局","361100",,"459730782@qq.com",,"0793-8223547",
"537","江西鼎诚市政建设工程有限公司","市政建设工程、房屋建筑工程、建筑装修装饰工程、公路工程、土石方工程、机电设备安装工程、水利水电工程、建筑幕墙工程、地基及基础工程、建筑防水工程、钢结构工程、消防设施工程、城市园林绿化工程、园林古建筑工程、体育场地设施工程、环保工程、城市及道路照明工程施工。（以上项目国家有专项规定的凭许可证或资质证经营）*","91361100566282553Q","12/7/2016 16:53:30","28/4/2019 13:06:07","江西省上饶市信州区大信花园10栋1单元302室",,"91361100566282553Q",,"有限责任公司(自然人投资或控股)","徐飞","江西省","447702","暂无",,"16",,"408x","6000000.00","28/12/2010",,,,,,,,,,"14/6/2018","1","存续（在营、开业、在册）","人民币","361100210022637","上饶市市场和质量监督管理局","361100",,"985595144@qq.com",,"0793-8052266",
"538","江西恒丰建筑劳务有限公司","一般经营项目：建筑、安装劳务分包；园林绿化工程（以上项目国家有专项规定的凭许可证或资质证经营）**","913611235988624051","12/7/2016 16:53:31","28/4/2019 10:11:24","江西省上饶市玉山县冰溪镇沿河路A区--8栋107号",,"913611235988624051",,"有限责任公司(自然人投资或控股)","刘在恒","江西省","447692","暂无","1/7/2032","16",,"1030x","2000000.00","2/7/2012",,,,,,,,,,"2/7/2012","1","存续（在营、开业、在册）","人民币","361123210012498","玉山县市场和质量监督管理局","361123",,"HFLW@163.COM",,"13170993099",
"540","辽阳市市政工程公司","市政公用工程施工总承包贰级；公路工程施工总承包叁级；土石方工程专业承包贰级；城市及道路照明工程专业承包贰级；混凝土预制构件贰级；施工设备租赁；沥青加工；冬季城区除雪；城市房屋拆除；园林绿化工程服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","9121100046450547XW","12/7/2016 16:53:34","25/4/2019 14:13:01","辽阳市白塔区新运大街４８号",,"9121100046450547XW",,"全民所有制","陈斌","辽宁省","444575","暂无",,"9",,"384x407x866x","46000000.00","3/6/1983",,,,,,,,,,"3/6/1983","1","存续（在营、开业、在册）","人民币","211000004025020","辽阳市市场监督管理局","211000",,"364018725@qq.com",,"0419-3793688",
"541","辽阳市市政设施管理处","市政设施施工、管理、维修。空白空白（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","91211000MA0TR3017M","12/7/2016 16:53:36","21/5/2019 10:15:01","辽阳市白塔区民主路136号",,"46450549-6",,"全民所有制","袁珠辉","辽宁省","444845","暂无",,"9",,"408x421x","21000000.00","25/4/1996",,,,,,,,,,"28/6/2018","4","注销","人民币","211000004008299","辽阳市工商行政管理局","211000",,"sgcbgs@126.com",,"0419-2393009",
"542","营口汇德市政工程有限公司","市政工程、 给排水工程、土石方工程、园林绿化工程、亮化工程、装饰工程、房屋维修、机械设备租赁、建筑工程、机电设备安装工程（除特种设备）、钢结构工程、地基与基础工程、公路路基工程、公路路面工程、铁路工程；经销：砂石料、混凝土预制构件、矿产品。（国家法律法规禁止、限制的除外，涉及许可经营的凭许可证经营。）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","91210800584166281K","12/7/2016 16:53:37","4/4/2019 19:28:58","营口市站前区东昌街26-6号",,"58416628-1",,"有限责任公司(自然人投资或控股)","孙利民","辽宁省","445708","http://210.12.219.18/jianguanfabuweb/company_details.aspx?corpid=lu%2bXmbANZM616figr8sSRW0mYZNAvnX%2fPfonYxRRP9nqWVXZw9QkpRIOopZEkqXS1B2M2Y8AsgTpgAmY7PhCfhAAAAA%3d","20/10/2031","9",,"408x","23970000.00","20/10/2011",,,,,,,,,,"20/10/2011","1","存续（在营、开业、在册）","人民币","210802000010352","营口市工商行政管理局企业注册分局","210801",,,,,
"543","丹东鹏强矿山工程有限公司","房屋建筑工程、机械设备安装工程、矿山工程、道路工程、土石方工程施工（不含爆破作业）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","912106003186878699","12/7/2016 16:53:43","21/5/2019 10:00:10","辽宁省丹东市振安区金矿北路475号",,"912106003186878699",,"有限责任公司(自然人独资)","孙永荣","辽宁省","446964","暂无","28/9/2044","9",,"399x","500000.00","28/9/2014",,,,,,,,,,"1/11/2018","1","存续（在营、开业、在册）","人民币","210600004109120","丹东市振安区市场监督管理局","210604",,"395218768@qq.com",,"18406172777","辽宁鹏强矿山建设工程有限公司"
